"ID","ISDELETED","NAME","RECORDTYPEID","PRODUCT_NAME__C","CURRENT_NAV__C","PRODUCTTYPE__C","SIP_ALLOWED__C","CURRENTLY_RECOMMENDED__C","FEES__C","FEES_IN_ADVANCE_OR_ON_SERVICE_DELIVERY__C","PRODUCT_MANUFACTURER__C","IS_ACTIVE__C","EARN_UPFRONT_FEES__C","EARN_TRAIL_FEES__C","EARN_ONE_TIME_FEES__C","RECOMMENDED_IMAGE__C","ACTIVE_RECOMMENDATION_COUNT__C","CUSTOMUNIQUEKEY__C","INVESTMENT_TYPE__C","POLICY_TYPE__C","IS_RECOMMENDED__C","ISTOPUPSERVICE__C","ISRENEWALALLOWED__C","SUBSCRIPTION_PERIOD_IN_DAYS__C","RENEWAL_PERIOD_IN_DAYS__C","BASE_PRODUCT_WEIGHTAGE__C","NO_OF_GOALS_ALLOWED__C","GOALS_ALLOWED_LIST__C","DATA_COLLECTION_ANALYSIS_CONTROL__C","FINANCIAL_PLANING_OUTPUT_REPORT__C","RENEWAL_GRACE_DAYS__C","ISRENEWALDATEUPDATE__C"
"a1RW000000015gXMAQ","false","PRD-002850","012W00000004QVmIAM","Franklin India Bluechip Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvCMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Franklin India Bluechip FundMutual Funda1QW00000001FvCMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015gYMAQ","false","PRD-002851","012W00000004QVmIAM","Franklin India Flexi Cap Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvCMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Franklin India Flexi Cap FundMutual Funda1QW00000001FvCMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015iOMAQ","false","PRD-002915","012W00000004QVmIAM","Franklin India Flexi Cap Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvCMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Franklin India Flexi Cap FundMutual Funda1QW00000001FvCMAU","SIP","","false","false","false","","","","","","","","","false"
"a1RW000000015gZMAQ","false","PRD-002852","012W00000004QVmIAM","Franklin India Prima Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvCMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Franklin India Prima FundMutual Funda1QW00000001FvCMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015gaMAA","false","PRD-002853","012W00000004QVmIAM","Franklin India Tax Shield","0.0","Mutual Fund","","No","","false","a1QW00000001FvCMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Franklin India Tax ShieldMutual Funda1QW00000001FvCMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015gbMAA","false","PRD-002854","012W00000004QVmIAM","HDFC Balanced Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvLMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","HDFC Balanced FundMutual Funda1QW00000001FvLMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015iPMAQ","false","PRD-002916","012W00000004QVmIAM","HDFC Cash Management Treasury Advantage Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvLMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","HDFC Cash Management Treasury Advantage FundMutual Funda1QW00000001FvLMAU","SIP","","false","false","false","","","","","","","","","false"
"a1RW000000015gcMAA","false","PRD-002855","012W00000004QVmIAM","HDFC Cash Management Treasury Advantage Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvLMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","HDFC Cash Management Treasury Advantage FundMutual Funda1QW00000001FvLMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015gdMAA","false","PRD-002856","012W00000004QVmIAM","HDFC Equity Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvLMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","HDFC Equity FundMutual Funda1QW00000001FvLMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015iQMAQ","false","PRD-002917","012W00000004QVmIAM","HDFC Equity Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvLMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","HDFC Equity FundMutual Funda1QW00000001FvLMAU","SIP","","false","false","false","","","","","","","","","false"
"a1RW000000015hJMAQ","false","PRD-002898","012W00000004QVmIAM","HDFC Gold Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvLMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","HDFC Gold FundMutual Funda1QW00000001FvLMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015geMAA","false","PRD-002857","012W00000004QVmIAM","HDFC Growth Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvLMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","HDFC Growth FundMutual Funda1QW00000001FvLMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015gfMAA","false","PRD-002858","012W00000004QVmIAM","HDFC High Interest Fund - Short Term Plan","0.0","Mutual Fund","","No","","false","a1QW00000001FvLMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","HDFC High Interest Fund - Short Term PlanMutual Funda1QW00000001FvLMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015iRMAQ","false","PRD-002918","012W00000004QVmIAM","HDFC High Interest Fund - Short Term Plan","0.0","Mutual Fund","","No","","false","a1QW00000001FvLMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","HDFC High Interest Fund - Short Term PlanMutual Funda1QW00000001FvLMAU","SIP","","false","false","false","","","","","","","","","false"
"a1RW000000015ggMAA","false","PRD-002859","012W00000004QVmIAM","HDFC Index Fund - Sensex Plus Plan","0.0","Mutual Fund","","No","","false","a1QW00000001FvLMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","HDFC Index Fund - Sensex Plus PlanMutual Funda1QW00000001FvLMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015eFMAQ","false","PRD-002747","012W00000004QVrIAM","HDFC Life Click 2 Protect","0.0","Life Insurance","","No","","false","a1QW00000001FvLMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","HDFC Life Click 2 ProtectLife Insurancea1QW00000001FvLMAU","","Term Life","false","false","false","","","","","","","","","false"
"a1RW000000015ghMAA","false","PRD-002860","012W00000004QVmIAM","HDFC Liquid Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvLMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","HDFC Liquid FundMutual Funda1QW00000001FvLMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015giMAA","false","PRD-002861","012W00000004QVmIAM","HDFC Long Term Advantage Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvLMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","HDFC Long Term Advantage FundMutual Funda1QW00000001FvLMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015gjMAA","false","PRD-002862","012W00000004QVmIAM","HDFC Mid-Cap Opportunities Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvLMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","HDFC Mid-Cap Opportunities FundMutual Funda1QW00000001FvLMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015iSMAQ","false","PRD-002919","012W00000004QVmIAM","HDFC Mid-Cap Opportunities Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvLMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","HDFC Mid-Cap Opportunities FundMutual Funda1QW00000001FvLMAU","SIP","","false","false","false","","","","","","","","","false"
"a1RW000000015gkMAA","false","PRD-002863","012W00000004QVmIAM","HDFC Monthly Income Plan - Long Term Plan","0.0","Mutual Fund","","No","","false","a1QW00000001FvLMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","HDFC Monthly Income Plan - Long Term PlanMutual Funda1QW00000001FvLMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015iTMAQ","false","PRD-002920","012W00000004QVmIAM","HDFC Monthly Income Plan - Short Term Plan","0.0","Mutual Fund","","No","","false","a1QW00000001FvLMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","HDFC Monthly Income Plan - Short Term PlanMutual Funda1QW00000001FvLMAU","SIP","","false","false","false","","","","","","","","","false"
"a1RW000000015glMAA","false","PRD-002864","012W00000004QVmIAM","HDFC Multiple Yield Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvLMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","HDFC Multiple Yield FundMutual Funda1QW00000001FvLMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015gmMAA","false","PRD-002865","012W00000004QVmIAM","HDFC Prudence Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvLMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","HDFC Prudence FundMutual Funda1QW00000001FvLMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015iUMAQ","false","PRD-002921","012W00000004QVmIAM","HDFC Prudence Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvLMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","HDFC Prudence FundMutual Funda1QW00000001FvLMAU","SIP","","false","false","false","","","","","","","","","false"
"a1RW000000015gnMAA","false","PRD-002866","012W00000004QVmIAM","HDFC Tax Saver","0.0","Mutual Fund","","No","","false","a1QW00000001FvLMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","HDFC Tax SaverMutual Funda1QW00000001FvLMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015goMAA","false","PRD-002867","012W00000004QVmIAM","HDFC Top 200","0.0","Mutual Fund","","No","","false","a1QW00000001FvLMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","HDFC Top 200Mutual Funda1QW00000001FvLMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015iVMAQ","false","PRD-002922","012W00000004QVmIAM","HDFC Top 200 Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvLMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","HDFC Top 200 FundMutual Funda1QW00000001FvLMAU","SIP","","false","false","false","","","","","","","","","false"
"a1RW000000015fGMAQ","false","PRD-002809","012W00000004QVwIAM","Health Guard","0.0","General Insurance","","No","","false","a1QW00000001FvOMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Health GuardGeneral Insurancea1QW00000001FvOMAU","","Medical","false","false","false","","","","","","","","","false"
"a1RW000000015gpMAA","false","PRD-002868","012W00000004QVmIAM","ICICI Blue Chip Fund Growth","0.0","Mutual Fund","","No","","false","a1QW00000001FvPMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","ICICI Blue Chip Fund GrowthMutual Funda1QW00000001FvPMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015gqMAA","false","PRD-002869","012W00000004QVmIAM","ICICI Discovery","0.0","Mutual Fund","","No","","false","a1QW00000001FvPMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","ICICI DiscoveryMutual Funda1QW00000001FvPMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015grMAA","false","PRD-002870","012W00000004QVmIAM","ICICI Flexi Income Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvPMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","ICICI Flexi Income FundMutual Funda1QW00000001FvPMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015iWMAQ","false","PRD-002923","012W00000004QVmIAM","ICICI Health Care Plus","0.0","Mutual Fund","","No","","false","a1QW00000001FvPMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","ICICI Health Care PlusMutual Funda1QW00000001FvPMAU","SIP","","false","false","false","","","","","","","","","false"
"a1RW000000015fHMAQ","false","PRD-002810","012W00000004QVwIAM","ICICI Lombard Critical Care","0.0","General Insurance","","No","","false","a1QW00000001FvPMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","ICICI Lombard Critical CareGeneral Insurancea1QW00000001FvPMAU","","Medical","false","false","false","","","","","","","","","false"
"a1RW000000015fIMAQ","false","PRD-002811","012W00000004QVwIAM","ICICI Lombard Critical Care Cover","0.0","General Insurance","","No","","false","a1QW00000001FvPMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","ICICI Lombard Critical Care CoverGeneral Insurancea1QW00000001FvPMAU","","Critical Illness","false","false","false","","","","","","","","","false"
"a1RW000000015fJMAQ","false","PRD-002812","012W00000004QVwIAM","ICICI Lombard Health Protect Family Floater","0.0","General Insurance","","No","","false","a1QW00000001FvPMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","ICICI Lombard Health Protect Family FloaterGeneral Insurancea1QW00000001FvPMAU","","Medical","false","false","false","","","","","","","","","false"
"a1RW000000015fKMAQ","false","PRD-002813","012W00000004QVwIAM","ICICI Lombard Health Protect Plus","0.0","General Insurance","","No","","false","a1QW00000001FvPMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","ICICI Lombard Health Protect PlusGeneral Insurancea1QW00000001FvPMAU","","Medical","false","false","false","","","","","","","","","false"
"a1RW000000015fLMAQ","false","PRD-002814","012W00000004QVwIAM","ICICI Lombard Persoanl Accident Cover","0.0","General Insurance","","No","","false","a1QW00000001FvPMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","ICICI Lombard Persoanl Accident CoverGeneral Insurancea1QW00000001FvPMAU","","Medical","false","false","false","","","","","","","","","false"
"a1RW000000015fMMAQ","false","PRD-002815","012W00000004QVwIAM","ICICI Lombard Personal Protect Plan","0.0","General Insurance","","No","","false","a1QW00000001FvPMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","ICICI Lombard Personal Protect PlanGeneral Insurancea1QW00000001FvPMAU","","Personal Accident","false","false","false","","","","","","","","","false"
"a1RW000000015fNMAQ","false","PRD-002816","012W00000004QVwIAM","ICICI Lombard Top Up Cover","0.0","General Insurance","","No","","false","a1QW00000001FvPMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","ICICI Lombard Top Up CoverGeneral Insurancea1QW00000001FvPMAU","","Personal Accident","false","false","false","","","","","","","","","false"
"a1RW000000015fOMAQ","false","PRD-002817","012W00000004QVwIAM","ICICI Personal Protect","0.0","General Insurance","","No","","false","a1QW00000001FvPMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","ICICI Personal ProtectGeneral Insurancea1QW00000001FvPMAU","","Medical","false","false","false","","","","","","","","","false"
"a1RW000000015fPMAQ","false","PRD-002818","012W00000004QVwIAM","ICICI Personal Protect Policy","0.0","General Insurance","","No","","false","a1QW00000001FvPMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","ICICI Personal Protect PolicyGeneral Insurancea1QW00000001FvPMAU","","Personal Accident","false","false","false","","","","","","","","","false"
"a1RW000000015fQMAQ","false","PRD-002819","012W00000004QVwIAM","ICICI Pru Capital Protection","0.0","General Insurance","","No","","false","a1QW00000001FvPMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","ICICI Pru Capital ProtectionGeneral Insurancea1QW00000001FvPMAU","","Personal Accident","false","false","false","","","","","","","","","false"
"a1RW000000015gsMAA","false","PRD-002871","012W00000004QVmIAM","ICICI Prudential Capital Protection Oriented Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvPMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","ICICI Prudential Capital Protection Oriented FundMutual Funda1QW00000001FvPMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015gtMAA","false","PRD-002872","012W00000004QVmIAM","IDFC Dynamic Bond Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvDMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","IDFC Dynamic Bond FundMutual Funda1QW00000001FvDMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015iXMAQ","false","PRD-002924","012W00000004QVmIAM","IDFC Dynamic Bond Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvDMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","IDFC Dynamic Bond FundMutual Funda1QW00000001FvDMAU","SIP","","false","false","false","","","","","","","","","false"
"a1RW000000015guMAA","false","PRD-002873","012W00000004QVmIAM","IDFC Money Manager Fund - Treasury Plan A","0.0","Mutual Fund","","No","","false","a1QW00000001FvDMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","IDFC Money Manager Fund - Treasury Plan AMutual Funda1QW00000001FvDMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015iYMAQ","false","PRD-002925","012W00000004QVmIAM","IDFC Money Manager Fund - Treasury Plan A","0.0","Mutual Fund","","No","","false","a1QW00000001FvDMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","IDFC Money Manager Fund - Treasury Plan AMutual Funda1QW00000001FvDMAU","SIP","","false","false","false","","","","","","","","","false"
"a1RW000000015gvMAA","false","PRD-002874","012W00000004QVmIAM","IDFC Premier Equity Fund - Plan A","0.0","Mutual Fund","","No","","false","a1QW00000001FvDMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","IDFC Premier Equity Fund - Plan AMutual Funda1QW00000001FvDMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015iZMAQ","false","PRD-002926","012W00000004QVmIAM","IDFC Premier Equity Fund - Plan A","0.0","Mutual Fund","","No","","false","a1QW00000001FvDMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","IDFC Premier Equity Fund - Plan AMutual Funda1QW00000001FvDMAU","SIP","","false","false","false","","","","","","","","","false"
"a1RW000000015iaMAA","false","PRD-002927","012W00000004QVmIAM","IDFC Sterling Equity Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvDMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","IDFC Sterling Equity FundMutual Funda1QW00000001FvDMAU","SIP","","false","false","false","","","","","","","","","false"
"a1RW000000015gwMAA","false","PRD-002875","012W00000004QVmIAM","IDFC Sterling Equity Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvDMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","IDFC Sterling Equity FundMutual Funda1QW00000001FvDMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015ibMAA","false","PRD-002928","012W00000004QVmIAM","Pramerica Credit Opportunities Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvEMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Pramerica Credit Opportunities FundMutual Funda1QW00000001FvEMAU","SIP","","false","false","false","","","","","","","","","false"
"a1RW000000015gxMAA","false","PRD-002876","012W00000004QVmIAM","Pramerica Equity Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvEMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Pramerica Equity FundMutual Funda1QW00000001FvEMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015icMAA","false","PRD-002929","012W00000004QVmIAM","Pramerica Equity Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvEMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Pramerica Equity FundMutual Funda1QW00000001FvEMAU","SIP","","false","false","false","","","","","","","","","false"
"a1RW000000015idMAA","false","PRD-002930","012W00000004QVmIAM","Pramerica Short Term Income Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvEMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Pramerica Short Term Income FundMutual Funda1QW00000001FvEMAU","SIP","","false","false","false","","","","","","","","","false"
"a1RW000000015gyMAA","false","PRD-002877","012W00000004QVmIAM","Pramerica Short Term Income Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvEMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Pramerica Short Term Income FundMutual Funda1QW00000001FvEMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015gzMAA","false","PRD-002878","012W00000004QVmIAM","Pramerica Ultra Short Term Bond Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvEMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Pramerica Ultra Short Term Bond FundMutual Funda1QW00000001FvEMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015ieMAA","false","PRD-002931","012W00000004QVmIAM","Pramerica Ultra Short Term Bond Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FvEMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Pramerica Ultra Short Term Bond FundMutual Funda1QW00000001FvEMAU","SIP","","false","false","false","","","","","","","","","false"
"a1RW000000015h0MAA","false","PRD-002879","012W00000004QVmIAM","Premium persoanl Guard","0.0","Mutual Fund","","No","","false","a1QW00000001FvFMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Premium persoanl GuardMutual Funda1QW00000001FvFMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015fRMAQ","false","PRD-002820","012W00000004QVwIAM","Preventive Health Care","0.0","General Insurance","","No","","false","a1QW00000001FvQMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Preventive Health CareGeneral Insurancea1QW00000001FvQMAU","","Personal Accident","false","false","false","","","","","","","","","false"
"a1RW000000015h2MAA","false","PRD-002881","012W00000004QVmIAM","Reliance Dynamic Bond Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FuTMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Reliance Dynamic Bond FundMutual Funda1QW00000001FuTMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015h1MAA","false","PRD-002880","012W00000004QVmIAM","Reliance Equity Opportunities Fund - Retail Plan (G)","0.0","Mutual Fund","","No","","false","a1QW00000001FuTMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Reliance Equity Opportunities Fund - Retail Plan (G)Mutual Funda1QW00000001FuTMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015h3MAA","false","PRD-002882","012W00000004QVmIAM","Reliance Gold Savings Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FuTMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Reliance Gold Savings FundMutual Funda1QW00000001FuTMAU","Lumpsum","","false","false","false","","","","","","","","","false"
"a1RW000000015ifMAA","false","PRD-002932","012W00000004QVmIAM","Reliance Gold Savings Fund","0.0","Mutual Fund","","No","","false","a1QW00000001FuTMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Reliance Gold Savings FundMutual Funda1QW00000001FuTMAU","SIP","","false","false","false","","","","","","","","","false"
"a1RW000000015h4MAA","false","PRD-002883","012W00000004QVmIAM","Reliance Growth Fund - Retail Plan","0.0","Mutual Fund","","No","","false","a1QW00000001FuTMAU","true","false","false","false","<img src=""/img/samples/color_yellow.gif"" alt=""yellow"" height=""10"" width=""20"" border=""0""/>","0.0","Reliance Growth Fund - Retail PlanMutual Funda1QW00000001FuTMAU","Lumpsum","","false","false","false","","","","","","","","","false"
